file,runid,new,P,Q,nlive,niter,logl,logz,logzerr,information,walltime
bdl/arctic_a0017,0,True,8,2,500,7027,61.37355566272274,48.050820213623304,nan,11.261424302447566,811.1554627418518
bdl/arctic_a0017,0,True,9,2,500,7104,56.3295116370377,42.85176502369616,0.1640584587724426,11.429296356397053,942.5865981578827
bdl/arctic_a0017,0,True,10,2,500,6830,48.833393836521445,35.90502666788345,0.15921714826974226,10.932190219161647,1035.6648497581482
bdl/arctic_a0017,0,True,0,3,500,9078,8.008944174926167,-9.490225718606961,nan,14.508558699697437,285.5930256843567
bdl/arctic_a0017,0,True,1,3,500,9209,-2.74358394481375,-20.527844219926994,nan,14.735655704072729,378.0585050582886
bdl/arctic_a0017,0,True,2,3,500,11382,15.741536246668076,-6.44471056613973,nan,17.73440740811791,584.1050546169281
bdl/arctic_a0017,0,True,3,3,500,11601,64.68794581991864,42.11017749976762,nan,19.095963414767695,727.8511185646057
bdl/arctic_a0017,0,True,4,3,500,10523,99.27771173794699,78.90247769732181,nan,17.47526350688807,743.4856057167053
bdl/arctic_a0017,0,True,5,3,500,11131,131.02324205905538,109.42001710669109,0.24613095211802308,18.683530192643957,851.1588478088379
bdl/arctic_a0017,0,True,6,3,500,11130,124.03643958153552,102.41079832400769,nan,18.544871133897672,987.8937065601349
bdl/arctic_a0017,0,True,7,3,500,11138,119.24079204823214,97.64264710193349,nan,18.785084708347625,929.0279114246368
bdl/arctic_a0017,0,True,8,3,500,11124,109.83654097182303,88.24941524079823,0.24487351767972243,18.69691640710336,985.4880735874176
bdl/arctic_a0017,0,True,9,3,500,11130,103.1354878581095,81.52815295488688,0.1290560280344096,18.613599933980765,1044.8108127117157
bdl/arctic_a0017,0,True,10,3,500,10876,99.87699836050082,78.77050751852087,nan,18.115680584089702,1037.2499563694
jmk/arctic_a0067,0,False,0,1,500,2967,-161.88359834036464,-166.9730316971352,0.12853191937627773,4.052002689174714,33.28378438949585
jmk/arctic_a0067,0,False,1,1,500,2938,-170.4156903466757,-175.44838785757003,0.12793985557174625,3.9809896937593408,50.366342067718506
jmk/arctic_a0067,0,False,2,1,500,3512,73.78916363546355,67.61227299300427,0.14434471760846856,5.149598349257261,82.37705159187317
jmk/arctic_a0067,0,False,3,1,500,4614,341.6511027834192,333.268927824984,0.1719953344452895,7.35646132958874,162.16922521591187
jmk/arctic_a0067,0,False,4,1,500,4567,360.8406106768666,352.55432273529533,0.17088497778996656,7.269116553113008,201.3730912208557
jmk/arctic_a0067,0,False,5,1,500,4437,365.5129217491417,357.4886259574723,0.1672586201274641,7.035949956966874,243.4847903251648
jmk/arctic_a0067,0,False,6,1,500,5009,561.3492564648536,552.1825512920877,0.1808309664788665,8.155150595236705,343.08577704429626
jmk/arctic_a0067,0,False,7,1,500,4899,571.3158749727017,562.3657862537467,0.17805732252177325,7.952541321694412,399.7938814163208
jmk/arctic_a0067,0,False,8,1,500,4385,567.7776240998978,559.8631065272252,0.16566247439410875,6.955742480864615,411.707261800766
jmk/arctic_a0067,0,False,9,1,500,4022,567.5820127625117,560.3880188860285,0.15800136564805148,6.160152310266426,419.2696228027344
jmk/arctic_a0067,0,False,10,1,500,3418,558.5069493293595,552.5185589354924,0.1414746716099401,4.971807599212411,372.4052712917328
jmk/arctic_a0067,0,False,0,2,500,5682,-165.14391889818813,-175.88612019741845,0.21493105888201267,7.298619907265447,112.78238248825073
jmk/arctic_a0067,0,False,1,2,500,5490,-174.2665708176748,-184.61466258986587,0.21396203067979835,6.738646247989465,144.80538773536682
jmk/arctic_a0067,0,False,2,2,500,7959,107.31431480230017,92.05640883591371,0.2502850197506838,12.45434787603206,256.800888299942
jmk/arctic_a0067,0,False,3,2,500,9878,430.01963823396693,410.9223220684143,0.2796581807192356,16.262902764109867,400.8320770263672
jmk/arctic_a0067,0,False,4,2,500,9778,433.7704107132763,414.8669816414227,0.2779724516953156,16.05057745889303,498.90092968940735
jmk/arctic_a0067,0,False,5,2,500,10024,439.90607490006,420.5329281764972,0.2814463581371918,16.688543410500188,617.6646962165833
jmk/arctic_a0067,0,False,6,2,500,8501,596.0608422655023,579.7817178296586,0.25486773762484194,14.164063691795832,689.4028179645538
jmk/arctic_a0067,0,False,7,2,500,8069,618.1227911070006,602.7207851130562,0.2469528795917248,13.421890469735786,775.708526134491
jmk/arctic_a0067,0,False,8,2,500,7879,616.2140477954447,601.1867488647308,0.24446895682415293,12.998966486812037,886.2517619132996
jmk/arctic_a0067,0,False,9,2,500,7431,618.229065342077,604.1022204033334,0.2366496366097006,12.160469313862677,966.7103943824768
jmk/arctic_a0067,0,False,10,2,500,6716,609.7305983854313,597.0257397321014,0.2255018796310512,10.63738542852866,993.3771393299103
jmk/arctic_a0067,0,False,0,3,500,10479,-159.69974499768745,-180.12371120454048,0.30021502648049503,14.214096835772295,283.8978099822998
jmk/arctic_a0067,0,False,1,3,500,12502,-163.41074444405052,-187.96280106688783,0.3004984060311259,13.936786848522019,471.18084239959717
jmk/arctic_a0067,0,False,2,3,500,10096,101.75773046358378,82.1598313799016,0.28739133684845963,15.454378664915353,375.1664056777954
jmk/arctic_a0067,0,False,3,3,500,12577,428.12352920764494,403.5226176224254,0.3180642849413863,20.005704377891902,607.4844195842743
jmk/arctic_a0067,0,False,4,3,500,12075,431.9868631286976,408.424171662324,0.3118003986187358,19.43194741209504,706.5286831855774
jmk/arctic_a0067,0,False,5,3,500,12264,445.31583294720497,421.37672002106825,0.3129266767127914,19.78202989963677,840.4738082885742
jmk/arctic_a0067,0,False,6,3,500,11148,624.1079603289492,602.4750419149605,0.2972387859510584,18.740792061357865,1021.7856767177582
jmk/arctic_a0067,0,False,7,3,500,11609,667.5663956306482,645.0335382315923,0.3029802951087361,19.811751480144494,1247.9686205387115
jmk/arctic_a0067,0,False,8,3,500,11117,670.6462818423115,649.0551280155937,0.29534676940349014,18.58218082555095,1389.6922466754913
jmk/arctic_a0067,0,False,9,3,500,10879,674.3745494778417,653.2786316225375,0.29299501922299215,18.265204388198526,1591.4170534610748
jmk/arctic_a0067,0,False,10,3,500,10238,668.5575847792818,648.7385332189327,0.28458380934284316,16.86363496329227,1700.275895357132
jmk/arctic_a0067,0,True,0,1,500,3568,-161.88392385297516,-168.17812095122702,0.1468893931315988,5.211328279162984,49.83567237854004
jmk/arctic_a0067,0,True,1,1,500,3508,-170.4149964392572,-176.58826419513346,0.1448740414687912,5.104968450394068,73.00433707237244
jmk/arctic_a0067,0,True,2,1,500,3922,73.78633293123487,66.79206951574164,0.1541816432650798,6.0327773837618395,105.95149898529053
jmk/arctic_a0067,0,True,3,1,500,4839,341.65009689114413,332.82072194892055,0.17691273737936913,7.827051524294177,188.670823097229
jmk/arctic_a0067,0,True,4,1,500,4736,360.8406003719165,352.2198989531515,0.17461946702544473,7.616298094853107,227.47470092773438
jmk/arctic_a0067,0,True,5,1,500,4786,365.5141219856559,356.787824362186,0.1767498265191516,7.654425509811233,285.68070912361145
jmk/arctic_a0067,0,True,6,1,500,5210,561.3522523820563,551.7846182790083,0.18534990930837492,8.545338731955212,381.51677560806274
jmk/arctic_a0067,0,True,7,1,500,5018,571.3141172295979,562.1289270576979,0.1803766982801218,8.21647435163527,420.934517621994
jmk/arctic_a0067,0,True,8,1,500,4700,567.7774553036841,559.2186635312333,0.17470041839814707,7.492241582694874,459.14064049720764
jmk/arctic_a0067,0,True,9,1,500,4194,567.5810614499493,560.0458046825523,0.16165198155312652,6.535549375684013,450.1787211894989
jmk/arctic_a0067,0,True,10,1,500,3453,558.5066322525907,552.449078497733,0.14202994647496764,5.066583804567358,400.8012263774872
jmk/arctic_a0067,0,True,0,2,500,6798,-138.6346485563888,-151.54090393787368,0.15304927546708377,10.701508745210418,164.11711192131042
jmk/arctic_a0067,0,True,1,2,500,7441,-142.35105567763605,-156.5989156780301,nan,11.31715078286328,234.8917784690857
jmk/arctic_a0067,0,True,2,2,500,10308,171.72579402873816,151.76750577860543,0.2328232473657733,16.998787014147723,385.8494939804077
jmk/arctic_a0067,0,True,3,2,500,7831,518.0835953428555,503.1472526890793,nan,12.899179101250411,381.3329701423645
jmk/arctic_a0067,0,True,4,2,500,8394,599.6647937221676,583.6283142874898,0.18965520512123818,14.147760854600278,509.9277925491333
jmk/arctic_a0067,0,True,5,2,500,7135,592.6837266387216,579.1712569265,nan,11.752271711509593,495.12963461875916
jmk/arctic_a0067,0,True,6,2,500,9333,596.0723073090785,578.132427353085,nan,15.172687303402427,886.9713945388794
jmk/arctic_a0067,0,True,7,2,500,9281,618.0856310725475,600.2561817217835,0.20732396397756786,15.811738227349792,963.700546503067
jmk/arctic_a0067,0,True,8,2,500,8600,616.2020440358845,599.7349833481825,0.19440129447393828,14.463942869967127,1023.0865280628204
jmk/arctic_a0067,0,True,9,2,500,8113,618.2446272591071,602.7500799503098,0.18496136493386084,13.440528904108191,1104.3191001415253
jmk/arctic_a0067,0,True,10,2,500,7547,609.6749203401188,595.3183508361998,0.17047991022304,12.39826133263523,1170.9931852817535
jmk/arctic_a0067,0,True,0,3,500,9174,-136.32490808501512,-154.0860484634575,nan,13.629113458410103,247.62336993217468
jmk/arctic_a0067,0,True,1,3,500,12853,-110.57519724072472,-135.69875274386376,nan,20.81322524147788,432.9129900932312
jmk/arctic_a0067,0,True,2,3,500,19738,354.0037164072698,315.1695700786799,nan,35.37004423046665,857.9849765300751
jmk/arctic_a0067,0,True,3,3,500,13911,588.5616745609839,561.3254897303325,nan,23.239185026827386,809.974057674408
jmk/arctic_a0067,0,True,4,3,500,9355,598.0497102458163,579.9340874378331,nan,14.509836857652658,596.1729919910431
jmk/arctic_a0067,0,True,5,3,500,12391,644.1290898972039,620.0286072581557,nan,21.486074386382143,896.5776073932648
jmk/arctic_a0067,0,True,6,3,500,12257,639.0664663443857,615.2060167686038,0.26585454564062666,20.729947441830745,1003.0077347755432
jmk/arctic_a0067,0,True,7,3,500,12053,667.8084139976605,644.3475263339255,nan,20.430447603302923,908.2310540676117
jmk/arctic_a0067,0,True,8,3,500,12693,670.6594502772075,645.9165262512543,nan,21.713074484438607,1138.5284163951874
jmk/arctic_a0067,0,True,9,3,500,11420,674.4078264867728,652.2313876163952,nan,19.315244496743162,1134.2361090183258
jmk/arctic_a0067,0,True,10,3,500,10769,668.5194163546025,647.6370601275667,nan,17.963223895252554,1056.3914926052094
rms/arctic_a0382,0,False,0,1,500,3845,-6.713346571457043,-13.554844981265624,0.15315227361138023,5.8167316127357855,57.78142786026001
rms/arctic_a0382,0,False,1,1,500,3823,-17.97986261829036,-24.78540154207373,0.15338870698935358,5.7437696174102015,83.62436962127686
rms/arctic_a0382,0,False,2,1,500,4223,99.9464737672163,92.34796996430853,0.16332136970747574,6.540283427912442,122.97589373588562
rms/arctic_a0382,0,False,3,1,500,4249,123.2371392413467,115.59008942734792,0.16362583434947145,6.610668056907656,150.25215029716492
rms/arctic_a0382,0,False,4,1,500,4454,175.20775476209872,167.15304937403087,0.1675665023009941,7.078831896143242,202.9073851108551
rms/arctic_a0382,0,False,5,1,500,4527,181.01392637496346,172.81082881786335,0.16991971630875033,7.195594584486884,258.37042474746704
rms/arctic_a0382,0,False,6,1,500,4553,250.53038694050738,242.26981993938088,0.17061690322546497,7.235285622823284,307.7864818572998
rms/arctic_a0382,0,False,7,1,500,4543,246.99811780565585,238.76173011554485,0.17004610894588407,7.234048724736965,359.80018424987793
rms/arctic_a0382,0,False,8,1,500,4445,242.00110340340362,233.95993640022164,0.16740651830842654,7.065498358879239,406.0569579601288
rms/arctic_a0382,0,False,9,1,500,4325,271.90171371590804,264.107453276179,0.1644473841707853,6.819693676466102,453.9483003616333
rms/arctic_a0382,0,False,10,1,500,4093,267.8481308943669,260.51471302927007,0.15862692963724456,6.3557241482244535,481.9929699897766
rms/arctic_a0382,0,False,0,2,500,7300,-0.54110083146991,-14.489154871105617,0.2388937265711961,11.095318260262879,150.68187427520752
rms/arctic_a0382,0,False,1,2,500,7338,-11.074900337263376,-25.11218950863366,0.2393378370985211,11.102986562442894,198.15599155426025
rms/arctic_a0382,0,False,2,2,500,5962,100.29167804640394,89.11925126838962,0.208323141369882,9.452431893731728,198.8609528541565
rms/arctic_a0382,0,False,3,2,500,8228,143.18316586145622,127.38961247541702,0.25297992772876043,13.107442341910556,331.69547176361084
