hyperfile,file,runid,new,P,Q,nlive,niter,logl,logz,logzerr,information,walltime
hyper_cmp,awb/arctic_a0094,0,False,8,4,500,16058,508.3863236383737,476.8675793747761,0.35919314747375264,27.627682611471755,1984.7777814865112
hyper_cmp,awb/arctic_a0094,0,False,9,4,500,15895,525.8559270617184,494.6830186908997,0.35815169952236814,27.24375984268255,2212.2561707496643
hyper_cmp,awb/arctic_a0094,0,False,10,4,500,15008,548.069215423337,518.6899466427774,0.350697493705953,25.538953844323487,2253.954796552658
hyper_cmp,awb/arctic_a0094,0,False,0,5,500,17523,-34.682031291737175,-69.21273143836551,0.37378132979409506,26.807571917423942,617.7342483997345
hyper_cmp,awb/arctic_a0094,0,False,1,5,500,16621,-49.30981482020893,-82.03964841196617,0.3625237822756109,25.60833317787349,754.1031544208527
hyper_cmp,awb/arctic_a0094,0,False,2,5,500,17141,19.39382614390351,-14.366026810402454,0.37011124944583934,26.61158403859649,912.6731572151184
hyper_cmp,awb/arctic_a0094,0,False,3,5,500,13780,152.06266718390336,125.09249632528496,0.3271304246768713,23.2115415662537,804.2878859043121
hyper_cmp,awb/arctic_a0094,0,False,4,5,500,15042,229.20358579654666,199.71508210946743,0.3432794829343727,25.821014649760116,1116.094844341278
hyper_cmp,awb/arctic_a0094,0,False,5,5,500,14805,232.8962625280507,203.8845999316749,0.3491165568896826,24.8718117851445,1270.8830065727234
hyper_cmp,awb/arctic_a0094,0,False,6,5,500,18327,327.21307197976927,291.11420772585404,0.38420953811370395,30.539138548328083,1598.0096423625946
hyper_cmp,awb/arctic_a0094,0,False,7,5,500,17295,349.5276478657363,315.53773245323094,0.37743665257981657,29.384649926671784,1843.2230157852173
hyper_cmp,awb/arctic_a0094,0,False,8,5,500,17101,496.2767808166321,462.67729408920087,0.37283636846750434,29.550317996536364,2108.5894820690155
hyper_cmp,awb/arctic_a0094,0,False,9,5,500,18768,518.880170472998,481.9022530357435,0.394668074892505,30.708024036485938,2596.750072479248
hyper_cmp,awb/arctic_a0094,0,False,10,5,500,18958,543.6502982118768,506.30574014926924,0.39306664927171364,31.976155023804722,2928.231775522232
hyper_cmp,awb/arctic_a0094,0,True,0,1,500,3786,-56.32631025923542,-63.052434391292266,nan,5.710854501107335,74.0715708732605
hyper_cmp,awb/arctic_a0094,0,True,1,1,500,3782,-66.71000565318157,-73.42255166147484,nan,5.791553976641893,103.42489337921143
hyper_cmp,awb/arctic_a0094,0,True,2,1,500,4069,-12.075193522995633,-19.368791419892897,nan,6.249851226157082,143.04972195625305
hyper_cmp,awb/arctic_a0094,0,True,3,1,500,4375,108.80892757313381,100.90967234592466,nan,6.925131291291919,188.65572309494019
hyper_cmp,awb/arctic_a0094,0,True,4,1,500,4380,121.63183186231011,113.72406739848334,0.16624618499908694,6.908889559173389,231.68344449996948
hyper_cmp,awb/arctic_a0094,0,True,5,1,500,4438,113.16996175171116,105.14242818870585,0.1682661197371172,6.983974731772008,277.0922055244446
hyper_cmp,awb/arctic_a0094,0,True,6,1,500,4318,105.45782066140617,97.67077162212637,nan,6.795623927771587,315.02149057388306
hyper_cmp,awb/arctic_a0094,0,True,7,1,500,3820,126.17383636597472,119.38924129957681,nan,5.837016206704547,312.58931612968445
hyper_cmp,awb/arctic_a0094,0,True,8,1,500,3710,125.31918204998303,118.7465225494272,nan,5.5238271853166765,350.4708218574524
hyper_cmp,awb/arctic_a0094,0,True,9,1,500,3114,119.54208449458895,114.18136196450841,nan,4.514030294857548,280.2306070327759
hyper_cmp,awb/arctic_a0094,0,True,10,1,500,3489,133.0249616646243,126.87122529266334,nan,5.018103617248229,378.66283535957336
hyper_cmp,awb/arctic_a0094,0,True,0,2,500,4937,-49.148412229207864,-58.42069421621598,nan,6.387932216784897,130.9545361995697
hyper_cmp,awb/arctic_a0094,0,True,1,2,500,4895,-59.705944262460086,-68.88220254255958,nan,6.4666588795328295,166.8223419189453
hyper_cmp,awb/arctic_a0094,0,True,2,2,500,6889,18.2474842124749,5.128641384426237,0.15493037543935967,10.573904885791906,296.6011393070221
hyper_cmp,awb/arctic_a0094,0,True,3,2,500,8405,172.73540233337732,156.66202348528827,0.19028282096434207,14.0725749817625,471.5693974494934
hyper_cmp,awb/arctic_a0094,0,True,4,2,500,8678,250.72269467252215,234.10308039926164,0.19614989783164152,14.629594013296497,587.6774394512177
hyper_cmp,awb/arctic_a0094,0,True,5,2,500,8666,256.41620175922,239.82186762777113,nan,14.599640595074362,683.455007314682
hyper_cmp,awb/arctic_a0094,0,True,6,2,500,9161,326.2830324632603,308.6902680766294,0.20496595689929964,15.61743148370914,846.8365330696106
hyper_cmp,awb/arctic_a0094,0,True,7,2,500,9380,374.6183279655641,356.5975182530856,0.21158459725885242,15.932672754866303,1029.9301102161407
